,row,column,imputed_value
854,792,ShoppingMall,718.0
855,4557,VRDeck,562.0
856,8406,VRDeck,0.0
857,7294,ShoppingMall,0.0
858,5122,VIP,0.0
859,6567,HomePlanet_Earth,1.0
860,6567,HomePlanet_Europa,0.0
861,6567,HomePlanet_Mars,0.0
862,5456,Destination_55 Cancri e,1.0
863,5456,Destination_PSO J318.5-22,0.0
864,5456,Destination_TRAPPIST-1e,0.0
865,3479,ShoppingMall,1107.0
866,6648,Age,31.0
867,6508,VIP,0.0
868,6380,FoodCourt,928.0
869,2619,HomePlanet_Earth,1.0
870,2619,HomePlanet_Europa,0.0
871,2619,HomePlanet_Mars,0.0
872,7030,Cabin_num,305
873,7030,Deck_A,0.0
874,7030,Deck_B,0.0
875,7030,Deck_C,0.0
876,7030,Deck_D,1.0
877,7030,Deck_E,0.0
878,7030,Deck_F,0.0
879,7030,Deck_G,0.0
880,7030,Deck_T,0.0
881,7030,Side_P,0.0
882,7030,Side_S,1.0
883,5926,Age,39.0
884,2427,HomePlanet_Earth,1.0
885,2427,HomePlanet_Europa,0.0
886,2427,HomePlanet_Mars,0.0
887,815,FoodCourt,0.0
888,6706,FoodCourt,3723.0
889,6119,VRDeck,1892.0
890,4024,Cabin_num,973
891,4024,Deck_A,0.0
892,4024,Deck_B,0.0
893,4024,Deck_C,0.0
894,4024,Deck_D,0.0
895,4024,Deck_E,0.0
896,4024,Deck_F,1.0
897,4024,Deck_G,0.0
898,4024,Deck_T,0.0
899,4024,Side_P,0.0
900,4024,Side_S,1.0
901,3174,VRDeck,0.0
902,5310,ShoppingMall,0.0
903,3637,HomePlanet_Earth,1.0
904,3637,HomePlanet_Europa,0.0
905,3637,HomePlanet_Mars,0.0
906,4080,Spa,0.0
907,7436,Spa,1205.0
908,7436,HomePlanet_Earth,1.0
909,7436,HomePlanet_Europa,0.0
910,7436,HomePlanet_Mars,0.0
911,7788,HomePlanet_Earth,0.0
912,7788,HomePlanet_Europa,1.0
913,7788,HomePlanet_Mars,0.0
914,7607,Cabin_num,1433
915,7607,Deck_A,0.0
916,7607,Deck_B,0.0
917,7607,Deck_C,0.0
918,7607,Deck_D,0.0
919,7607,Deck_E,0.0
920,7607,Deck_F,0.0
921,7607,Deck_G,1.0
922,7607,Deck_T,0.0
923,7607,Side_P,1.0
924,7607,Side_S,0.0
925,5779,Spa,0.0
926,5691,HomePlanet_Earth,0.0
927,5691,HomePlanet_Europa,0.0
928,5691,HomePlanet_Mars,1.0
929,3193,CryoSleep,1.0
930,4525,ShoppingMall,0.0
931,6628,Cabin_num,1806
932,6628,Deck_A,0.0
933,6628,Deck_B,0.0
934,6628,Deck_C,0.0
935,6628,Deck_D,0.0
936,6628,Deck_E,0.0
937,6628,Deck_F,1.0
938,6628,Deck_G,0.0
939,6628,Deck_T,0.0
940,6628,Side_P,1.0
941,6628,Side_S,0.0
942,105,Cabin_num,166
943,105,Deck_A,0.0
944,105,Deck_B,0.0
945,105,Deck_C,1.0
946,105,Deck_D,0.0
947,105,Deck_E,0.0
948,105,Deck_F,0.0
949,105,Deck_G,0.0
950,105,Deck_T,0.0
951,105,Side_P,1.0
952,105,Side_S,0.0
953,4921,Age,25.0
954,3292,Cabin_num,328
955,3292,Deck_A,0.0
956,3292,Deck_B,0.0
957,3292,Deck_C,0.0
958,3292,Deck_D,0.0
959,3292,Deck_E,1.0
960,3292,Deck_F,0.0
961,3292,Deck_G,0.0
962,3292,Deck_T,0.0
963,3292,Side_P,1.0
964,3292,Side_S,0.0
965,4808,FoodCourt,451.0
966,7010,Spa,426.0
967,316,CryoSleep,1.0
968,316,Cabin_num,590
969,316,Deck_A,0.0
970,316,Deck_B,0.0
971,316,Deck_C,0.0
972,316,Deck_D,0.0
973,316,Deck_E,0.0
974,316,Deck_F,1.0
975,316,Deck_G,0.0
976,316,Deck_T,0.0
977,316,Side_P,1.0
978,316,Side_S,0.0
979,5634,VRDeck,0.0
980,4956,Spa,895.0
981,3521,VRDeck,1017.0
982,4783,Destination_55 Cancri e,0.0
983,4783,Destination_PSO J318.5-22,0.0
984,4783,Destination_TRAPPIST-1e,1.0
985,2560,Destination_55 Cancri e,0.0
986,2560,Destination_PSO J318.5-22,0.0
987,2560,Destination_TRAPPIST-1e,1.0
988,2144,FoodCourt,794.0
989,964,HomePlanet_Earth,1.0
990,964,HomePlanet_Europa,0.0
991,964,HomePlanet_Mars,0.0
992,1896,Age,16.0
993,2260,VIP,0.0
994,6385,Spa,0.0
995,8164,CryoSleep,0.0
996,1363,VRDeck,1646.0
997,1894,HomePlanet_Earth,1.0
998,1894,HomePlanet_Europa,0.0
999,1894,HomePlanet_Mars,0.0
1000,3760,Age,48.0
1001,7246,Age,24.0
1002,7246,Cabin_num,316
1003,7246,Deck_A,0.0
1004,7246,Deck_B,1.0
1005,7246,Deck_C,0.0
1006,7246,Deck_D,0.0
1007,7246,Deck_E,0.0
1008,7246,Deck_F,0.0
1009,7246,Deck_G,0.0
1010,7246,Deck_T,0.0
1011,7246,Side_P,0.0
1012,7246,Side_S,1.0
1013,4372,Cabin_num,812
1014,4372,Deck_A,0.0
1015,4372,Deck_B,0.0
1016,4372,Deck_C,0.0
1017,4372,Deck_D,0.0
1018,4372,Deck_E,0.0
1019,4372,Deck_F,1.0
1020,4372,Deck_G,0.0
1021,4372,Deck_T,0.0
1022,4372,Side_P,0.0
1023,4372,Side_S,1.0
1024,3588,ShoppingMall,1184.0
1025,1404,RoomService,573.0
1026,7078,Age,57.0
1027,5606,RoomService,0.0
1028,5103,HomePlanet_Earth,1.0
1029,5103,HomePlanet_Europa,0.0
1030,5103,HomePlanet_Mars,0.0
1031,5575,ShoppingMall,0.0
1032,115,HomePlanet_Earth,0.0
1033,115,HomePlanet_Europa,1.0
1034,115,HomePlanet_Mars,0.0
1035,1329,Cabin_num,56
1036,1329,Deck_A,1.0
1037,1329,Deck_B,0.0
1038,1329,Deck_C,0.0
1039,1329,Deck_D,0.0
1040,1329,Deck_E,0.0
1041,1329,Deck_F,0.0
1042,1329,Deck_G,0.0
1043,1329,Deck_T,0.0
1044,1329,Side_P,0.0
1045,1329,Side_S,1.0
1046,6887,Age,44.0
1047,1683,VIP,1.0
1048,1683,FoodCourt,70.0
1049,4453,Destination_55 Cancri e,0.0
1050,4453,Destination_PSO J318.5-22,0.0
1051,4453,Destination_TRAPPIST-1e,1.0
1052,7880,Spa,98.0
1053,3597,HomePlanet_Earth,0.0
1054,3597,HomePlanet_Europa,0.0
1055,3597,HomePlanet_Mars,1.0
1056,293,HomePlanet_Earth,1.0
1057,293,HomePlanet_Europa,0.0
1058,293,HomePlanet_Mars,0.0
1059,1844,RoomService,876.0
1060,1957,FoodCourt,1061.0
1061,3366,Age,25.0
1062,1581,Age,47.0
1063,6030,RoomService,0.0
1064,4358,VRDeck,0.0
1065,4358,Cabin_num,1401
1066,4358,Deck_A,0.0
1067,4358,Deck_B,0.0
1068,4358,Deck_C,0.0
1069,4358,Deck_D,0.0
1070,4358,Deck_E,0.0
1071,4358,Deck_F,1.0
1072,4358,Deck_G,0.0
1073,4358,Deck_T,0.0
1074,4358,Side_P,0.0
1075,4358,Side_S,1.0
1076,7861,VIP,0.0
1077,12,ShoppingMall,993.0
1078,5940,ShoppingMall,0.0
1079,5390,CryoSleep,0.0
1080,3964,ShoppingMall,1465.0
1081,8150,VIP,0.0
1082,2284,VRDeck,0.0
1083,3000,Age,8.0
1084,2302,Age,22.0
1085,7907,VRDeck,0.0
1086,124,ShoppingMall,0.0
1087,1289,FoodCourt,0.0
1088,4545,Destination_55 Cancri e,0.0
1089,4545,Destination_PSO J318.5-22,0.0
1090,4545,Destination_TRAPPIST-1e,1.0
1091,1013,FoodCourt,2053.0
1092,4166,CryoSleep,0.0
1093,4166,ShoppingMall,0.0
1094,4166,Spa,0.0
1095,4634,HomePlanet_Earth,1.0
1096,4634,HomePlanet_Europa,0.0
1097,4634,HomePlanet_Mars,0.0
1098,1487,ShoppingMall,1409.0
1099,1487,Destination_55 Cancri e,0.0
1100,1487,Destination_PSO J318.5-22,0.0
1101,1487,Destination_TRAPPIST-1e,1.0
1102,3851,ShoppingMall,0.0
1103,5689,HomePlanet_Earth,1.0
1104,5689,HomePlanet_Europa,0.0
1105,5689,HomePlanet_Mars,0.0
1106,5689,Destination_55 Cancri e,0.0
1107,5689,Destination_PSO J318.5-22,0.0
1108,5689,Destination_TRAPPIST-1e,1.0
1109,3506,Spa,1881.0
1110,6915,HomePlanet_Earth,0.0
1111,6915,HomePlanet_Europa,1.0
1112,6915,HomePlanet_Mars,0.0
1113,2292,HomePlanet_Earth,1.0
1114,2292,HomePlanet_Europa,0.0
1115,2292,HomePlanet_Mars,0.0
1116,3496,VRDeck,553.0
1117,7697,RoomService,0.0
1118,1026,HomePlanet_Earth,0.0
1119,1026,HomePlanet_Europa,1.0
1120,1026,HomePlanet_Mars,0.0
1121,3463,Spa,0.0
1122,2012,Cabin_num,257
1123,2012,Deck_A,0.0
1124,2012,Deck_B,0.0
1125,2012,Deck_C,0.0
1126,2012,Deck_D,0.0
1127,2012,Deck_E,0.0
1128,2012,Deck_F,0.0
1129,2012,Deck_G,1.0
1130,2012,Deck_T,0.0
1131,2012,Side_P,1.0
1132,2012,Side_S,0.0
1133,5941,Cabin_num,742
1134,5941,Deck_A,0.0
1135,5941,Deck_B,0.0
1136,5941,Deck_C,0.0
1137,5941,Deck_D,0.0
1138,5941,Deck_E,0.0
1139,5941,Deck_F,0.0
1140,5941,Deck_G,1.0
1141,5941,Deck_T,0.0
1142,5941,Side_P,0.0
1143,5941,Side_S,1.0
1144,2764,Age,37.0
1145,2764,Spa,0.0
1146,2764,Cabin_num,820
1147,2764,Deck_A,0.0
1148,2764,Deck_B,0.0
1149,2764,Deck_C,0.0
1150,2764,Deck_D,0.0
1151,2764,Deck_E,0.0
1152,2764,Deck_F,1.0
1153,2764,Deck_G,0.0
1154,2764,Deck_T,0.0
1155,2764,Side_P,0.0
1156,2764,Side_S,1.0
1157,5198,VRDeck,0.0
1158,3386,Cabin_num,1352
1159,3386,Deck_A,0.0
1160,3386,Deck_B,0.0
1161,3386,Deck_C,0.0
1162,3386,Deck_D,0.0
1163,3386,Deck_E,0.0
1164,3386,Deck_F,1.0
1165,3386,Deck_G,0.0
1166,3386,Deck_T,0.0
1167,3386,Side_P,1.0
1168,3386,Side_S,0.0
1169,731,Age,27.0
1170,4060,Cabin_num,217
1171,4060,Deck_A,0.0
1172,4060,Deck_B,0.0
1173,4060,Deck_C,1.0
1174,4060,Deck_D,0.0
1175,4060,Deck_E,0.0
1176,4060,Deck_F,0.0
1177,4060,Deck_G,0.0
1178,4060,Deck_T,0.0
1179,4060,Side_P,1.0
1180,4060,Side_S,0.0
1181,5906,HomePlanet_Earth,0.0
1182,5906,HomePlanet_Europa,0.0
1183,5906,HomePlanet_Mars,1.0
1184,5958,Spa,2265.0
1185,8175,Age,43.0
1186,2436,VRDeck,0.0
1187,3763,RoomService,0.0
1188,8179,RoomService,0.0
1189,8070,VIP,0.0
1190,8042,Destination_55 Cancri e,0.0
1191,8042,Destination_PSO J318.5-22,0.0
1192,8042,Destination_TRAPPIST-1e,1.0
1193,2231,RoomService,169.0
1194,1204,FoodCourt,1891.0
1195,1772,CryoSleep,0.0
1196,130,Destination_55 Cancri e,0.0
1197,130,Destination_PSO J318.5-22,1.0
1198,130,Destination_TRAPPIST-1e,0.0
1199,6214,FoodCourt,3451.0
1200,1234,Cabin_num,212
1201,1234,Deck_A,0.0
1202,1234,Deck_B,0.0
1203,1234,Deck_C,1.0
1204,1234,Deck_D,0.0
1205,1234,Deck_E,0.0
1206,1234,Deck_F,0.0
1207,1234,Deck_G,0.0
1208,1234,Deck_T,0.0
1209,1234,Side_P,0.0
1210,1234,Side_S,1.0
1211,6583,Age,34.0
1212,6763,RoomService,1247.0
1213,6763,Spa,425.0
1214,3184,Age,22.0
1215,3131,VRDeck,0.0
1216,3267,Cabin_num,624
1217,3267,Deck_A,0.0
1218,3267,Deck_B,0.0
1219,3267,Deck_C,0.0
1220,3267,Deck_D,0.0
1221,3267,Deck_E,0.0
1222,3267,Deck_F,1.0
1223,3267,Deck_G,0.0
1224,3267,Deck_T,0.0
1225,3267,Side_P,0.0
1226,3267,Side_S,1.0
1227,2573,RoomService,764.0
1228,1561,FoodCourt,607.0
1229,1561,Cabin_num,1193
1230,1561,Deck_A,0.0
1231,1561,Deck_B,0.0
1232,1561,Deck_C,0.0
1233,1561,Deck_D,0.0
1234,1561,Deck_E,0.0
1235,1561,Deck_F,0.0
1236,1561,Deck_G,1.0
1237,1561,Deck_T,0.0
1238,1561,Side_P,1.0
1239,1561,Side_S,0.0
1240,1364,Cabin_num,843
1241,1364,Deck_A,0.0
1242,1364,Deck_B,0.0
1243,1364,Deck_C,0.0
1244,1364,Deck_D,0.0
1245,1364,Deck_E,0.0
1246,1364,Deck_F,1.0
1247,1364,Deck_G,0.0
1248,1364,Deck_T,0.0
1249,1364,Side_P,1.0
1250,1364,Side_S,0.0
1251,6121,CryoSleep,0.0
1252,8314,RoomService,683.0
1253,8314,ShoppingMall,420.0
1254,4547,FoodCourt,0.0
1255,450,RoomService,0.0
1256,7782,Spa,0.0
1257,7782,Destination_55 Cancri e,0.0
1258,7782,Destination_PSO J318.5-22,0.0
1259,7782,Destination_TRAPPIST-1e,1.0
1260,40,VIP,0.0
1261,154,CryoSleep,0.0
1262,5036,VRDeck,0.0
1263,7877,Spa,0.0
1264,4203,Spa,0.0
1265,4506,ShoppingMall,0.0
1266,2005,VIP,0.0
1267,5098,HomePlanet_Earth,1.0
1268,5098,HomePlanet_Europa,0.0
1269,5098,HomePlanet_Mars,0.0
1270,8303,Age,19.0
1271,4179,VRDeck,1619.0
1272,542,VRDeck,1797.0
1273,542,Destination_55 Cancri e,0.0
1274,542,Destination_PSO J318.5-22,0.0
1275,542,Destination_TRAPPIST-1e,1.0
1276,289,ShoppingMall,1817.0
1277,2203,FoodCourt,1553.0
1278,8364,CryoSleep,1.0
1279,4174,HomePlanet_Earth,1.0
1280,4174,HomePlanet_Europa,0.0
1281,4174,HomePlanet_Mars,0.0
1282,5043,VIP,0.0
1283,5128,Spa,238.0
1284,872,Cabin_num,1018
1285,872,Deck_A,0.0
1286,872,Deck_B,0.0
1287,872,Deck_C,0.0
1288,872,Deck_D,0.0
1289,872,Deck_E,0.0
1290,872,Deck_F,1.0
1291,872,Deck_G,0.0
1292,872,Deck_T,0.0
1293,872,Side_P,1.0
1294,872,Side_S,0.0
1295,2859,CryoSleep,0.0
1296,778,Spa,0.0
1297,2303,VIP,0.0
1298,3858,Spa,502.0
1299,5576,VRDeck,64.0
1300,6789,Age,17.0
1301,3466,RoomService,0.0
1302,1012,VRDeck,2471.0
1303,439,VRDeck,182.0
1304,723,CryoSleep,0.0
1305,5868,VIP,0.0
1306,7295,Cabin_num,537
1307,7295,HomePlanet_Earth,0.0
1308,7295,HomePlanet_Europa,0.0
1309,7295,HomePlanet_Mars,1.0
1310,7295,Deck_A,0.0
1311,7295,Deck_B,0.0
1312,7295,Deck_C,0.0
1313,7295,Deck_D,0.0
1314,7295,Deck_E,1.0
1315,7295,Deck_F,0.0
1316,7295,Deck_G,0.0
1317,7295,Deck_T,0.0
1318,7295,Side_P,1.0
1319,7295,Side_S,0.0
1320,8412,ShoppingMall,0.0
1321,1714,RoomService,493.0
1322,1062,Cabin_num,136
1323,1062,Deck_A,1.0
1324,1062,Deck_B,0.0
1325,1062,Deck_C,0.0
1326,1062,Deck_D,0.0
1327,1062,Deck_E,0.0
1328,1062,Deck_F,0.0
1329,1062,Deck_G,0.0
1330,1062,Deck_T,0.0
1331,1062,Side_P,1.0
1332,1062,Side_S,0.0
1333,2269,Spa,701.0
1334,3027,Spa,1729.0
1335,7514,Destination_55 Cancri e,0.0
1336,7514,Destination_PSO J318.5-22,0.0
1337,7514,Destination_TRAPPIST-1e,1.0
1338,8014,CryoSleep,0.0
1339,8014,Destination_55 Cancri e,0.0
1340,8014,Destination_PSO J318.5-22,0.0
1341,8014,Destination_TRAPPIST-1e,1.0
1342,3558,Age,39.0
1343,3558,Cabin_num,909
1344,3558,Deck_A,0.0
1345,3558,Deck_B,0.0
1346,3558,Deck_C,0.0
1347,3558,Deck_D,0.0
1348,3558,Deck_E,0.0
1349,3558,Deck_F,0.0
1350,3558,Deck_G,1.0
1351,3558,Deck_T,0.0
1352,3558,Side_P,1.0
1353,3558,Side_S,0.0
1354,5246,VIP,0.0
1355,4345,HomePlanet_Earth,0.0
1356,4345,HomePlanet_Europa,1.0
1357,4345,HomePlanet_Mars,0.0
1358,5429,HomePlanet_Earth,0.0
1359,5429,HomePlanet_Europa,0.0
1360,5429,HomePlanet_Mars,1.0
1361,2000,CryoSleep,0.0
1362,3942,HomePlanet_Earth,0.0
1363,3942,HomePlanet_Europa,1.0
1364,3942,HomePlanet_Mars,0.0
1365,7733,FoodCourt,1397.0
1366,6856,HomePlanet_Earth,0.0
1367,6856,HomePlanet_Europa,0.0
1368,6856,HomePlanet_Mars,1.0
1369,6661,Age,28.0
1370,2276,HomePlanet_Earth,0.0
1371,2276,HomePlanet_Europa,0.0
1372,2276,HomePlanet_Mars,1.0
1373,4675,Destination_55 Cancri e,0.0
1374,4675,Destination_PSO J318.5-22,1.0
1375,4675,Destination_TRAPPIST-1e,0.0
1376,8622,CryoSleep,1.0
1377,6703,VRDeck,715.0
1378,1747,Destination_55 Cancri e,0.0
1379,1747,Destination_PSO J318.5-22,0.0
1380,1747,Destination_TRAPPIST-1e,1.0
1381,8363,RoomService,0.0
1382,7984,Spa,1312.0
1383,5968,Destination_55 Cancri e,0.0
1384,5968,Destination_PSO J318.5-22,0.0
1385,5968,Destination_TRAPPIST-1e,1.0
1386,8075,VRDeck,208.0
1387,6457,VIP,0.0
1388,5736,CryoSleep,1.0
1389,7600,ShoppingMall,0.0
1390,1072,VIP,0.0
1391,97,FoodCourt,3507.0
1392,4962,Spa,0.0
1393,5120,ShoppingMall,4087.0
1394,6020,Spa,0.0
1395,6307,ShoppingMall,1019.0
1396,8025,HomePlanet_Earth,1.0
1397,8025,HomePlanet_Europa,0.0
1398,8025,HomePlanet_Mars,0.0
1399,402,RoomService,0.0
1400,5087,Spa,2121.0
1401,2963,Spa,0.0
1402,1531,Spa,0.0
1403,8211,VRDeck,365.0
1404,8211,Cabin_num,187
1405,8211,Deck_A,0.0
1406,8211,Deck_B,1.0
1407,8211,Deck_C,0.0
1408,8211,Deck_D,0.0
1409,8211,Deck_E,0.0
1410,8211,Deck_F,0.0
1411,8211,Deck_G,0.0
1412,8211,Deck_T,0.0
1413,8211,Side_P,0.0
1414,8211,Side_S,1.0
1415,6076,Cabin_num,28
1416,6076,Deck_A,0.0
1417,6076,Deck_B,1.0
1418,6076,Deck_C,0.0
1419,6076,Deck_D,0.0
1420,6076,Deck_E,0.0
1421,6076,Deck_F,0.0
1422,6076,Deck_G,0.0
1423,6076,Deck_T,0.0
1424,6076,Side_P,1.0
1425,6076,Side_S,0.0
1426,4539,ShoppingMall,0.0
1427,6737,HomePlanet_Earth,0.0
1428,6737,HomePlanet_Europa,1.0
1429,6737,HomePlanet_Mars,0.0
1430,4462,VIP,0.0
1431,3286,VRDeck,454.0
1432,4281,RoomService,896.0
1433,4281,ShoppingMall,0.0
1434,1209,Spa,0.0
1435,5436,ShoppingMall,0.0
1436,7580,FoodCourt,0.0
1437,6240,FoodCourt,431.0
1438,5563,Destination_55 Cancri e,0.0
1439,5563,Destination_PSO J318.5-22,0.0
1440,5563,Destination_TRAPPIST-1e,1.0
1441,5701,HomePlanet_Earth,0.0
1442,5701,HomePlanet_Europa,1.0
1443,5701,HomePlanet_Mars,0.0
1444,5704,CryoSleep,1.0
1445,2848,RoomService,0.0
1446,6177,Destination_55 Cancri e,0.0
1447,6177,Destination_PSO J318.5-22,0.0
1448,6177,Destination_TRAPPIST-1e,1.0
1449,6046,Spa,1269.0
1450,6736,FoodCourt,0.0
1451,5908,HomePlanet_Earth,0.0
1452,5908,HomePlanet_Europa,1.0
1453,5908,HomePlanet_Mars,0.0
1454,4182,Destination_55 Cancri e,1.0
1455,4182,Destination_PSO J318.5-22,0.0
1456,4182,Destination_TRAPPIST-1e,0.0
1457,483,HomePlanet_Earth,0.0
1458,483,HomePlanet_Europa,0.0
1459,483,HomePlanet_Mars,1.0
1460,6522,RoomService,1669.0
1461,5636,ShoppingMall,0.0
1462,5636,HomePlanet_Earth,1.0
1463,5636,HomePlanet_Europa,0.0
1464,5636,HomePlanet_Mars,0.0
1465,4772,HomePlanet_Earth,1.0
1466,4772,HomePlanet_Europa,0.0
1467,4772,HomePlanet_Mars,0.0
1468,6451,RoomService,0.0
1469,6451,Cabin_num,1208
1470,6451,Deck_A,0.0
1471,6451,Deck_B,0.0
1472,6451,Deck_C,0.0
1473,6451,Deck_D,0.0
1474,6451,Deck_E,0.0
1475,6451,Deck_F,1.0
1476,6451,Deck_G,0.0
1477,6451,Deck_T,0.0
1478,6451,Side_P,0.0
1479,6451,Side_S,1.0
1480,4377,Spa,1023.0
1481,4837,Spa,1708.0
1482,3893,HomePlanet_Earth,0.0
1483,3893,HomePlanet_Europa,0.0
1484,3893,HomePlanet_Mars,1.0
1485,3598,FoodCourt,0.0
1486,3598,VRDeck,1458.0
1487,7273,Destination_55 Cancri e,0.0
1488,7273,Destination_PSO J318.5-22,0.0
1489,7273,Destination_TRAPPIST-1e,1.0
1490,4908,Destination_55 Cancri e,0.0
1491,4908,Destination_PSO J318.5-22,0.0
1492,4908,Destination_TRAPPIST-1e,1.0
1493,3192,FoodCourt,0.0
1494,8618,Destination_55 Cancri e,0.0
1495,8618,Destination_PSO J318.5-22,0.0
1496,8618,Destination_TRAPPIST-1e,1.0
1497,7144,Destination_55 Cancri e,0.0
1498,7144,Destination_PSO J318.5-22,0.0
1499,7144,Destination_TRAPPIST-1e,1.0
1500,5133,Cabin_num,566
1501,5133,Deck_A,0.0
1502,5133,Deck_B,0.0
1503,5133,Deck_C,0.0
1504,5133,Deck_D,0.0
1505,5133,Deck_E,1.0
1506,5133,Deck_F,0.0
1507,5133,Deck_G,0.0
1508,5133,Deck_T,0.0
1509,5133,Side_P,1.0
1510,5133,Side_S,0.0
1511,8147,Destination_55 Cancri e,0.0
1512,8147,Destination_PSO J318.5-22,0.0
1513,8147,Destination_TRAPPIST-1e,1.0
1514,7215,Destination_55 Cancri e,0.0
1515,7215,Destination_PSO J318.5-22,0.0
1516,7215,Destination_TRAPPIST-1e,1.0
1517,3052,Age,15.0
1518,8615,HomePlanet_Earth,1.0
1519,8615,HomePlanet_Europa,0.0
1520,8615,HomePlanet_Mars,0.0
1521,2498,Age,50.0
1522,667,Spa,0.0
1523,667,Cabin_num,250
1524,667,Deck_A,0.0
1525,667,Deck_B,0.0
1526,667,Deck_C,1.0
1527,667,Deck_D,0.0
1528,667,Deck_E,0.0
1529,667,Deck_F,0.0
1530,667,Deck_G,0.0
1531,667,Deck_T,0.0
1532,667,Side_P,1.0
1533,667,Side_S,0.0
1534,7766,Age,25.0
1535,4009,RoomService,0.0
1536,6693,ShoppingMall,0.0
1537,2236,VRDeck,783.0
1538,6577,VRDeck,0.0
1539,3657,Destination_55 Cancri e,0.0
1540,3657,Destination_PSO J318.5-22,0.0
1541,3657,Destination_TRAPPIST-1e,1.0
1542,458,FoodCourt,3012.0
1543,458,Cabin_num,129
1544,458,Deck_A,0.0
1545,458,Deck_B,1.0
1546,458,Deck_C,0.0
1547,458,Deck_D,0.0
1548,458,Deck_E,0.0
1549,458,Deck_F,0.0
1550,458,Deck_G,0.0
1551,458,Deck_T,0.0
1552,458,Side_P,0.0
1553,458,Side_S,1.0
1554,7303,VRDeck,0.0
1555,6327,VIP,0.0
1556,6327,FoodCourt,3054.0
1557,589,FoodCourt,0.0
1558,2900,HomePlanet_Earth,1.0
1559,2900,HomePlanet_Europa,0.0
1560,2900,HomePlanet_Mars,0.0
1561,1089,FoodCourt,0.0
1562,1089,Spa,295.0
1563,8403,ShoppingMall,0.0
1564,920,ShoppingMall,554.0
1565,6908,FoodCourt,675.0
1566,894,ShoppingMall,0.0
1567,1019,CryoSleep,0.0
1568,1019,VIP,0.0
1569,6433,ShoppingMall,0.0
1570,6433,VRDeck,0.0
1571,2293,VIP,0.0
1572,1435,FoodCourt,9324.0
1573,4753,CryoSleep,0.0
1574,1662,FoodCourt,0.0
1575,1662,Destination_55 Cancri e,0.0
1576,1662,Destination_PSO J318.5-22,0.0
1577,1662,Destination_TRAPPIST-1e,1.0
1578,6514,VRDeck,2101.0
1579,1051,CryoSleep,0.0
1580,1051,Cabin_num,936
1581,1051,Deck_A,0.0
1582,1051,Deck_B,0.0
1583,1051,Deck_C,0.0
1584,1051,Deck_D,0.0
1585,1051,Deck_E,0.0
1586,1051,Deck_F,0.0
1587,1051,Deck_G,1.0
1588,1051,Deck_T,0.0
1589,1051,Side_P,0.0
1590,1051,Side_S,1.0
1591,4204,ShoppingMall,0.0
1592,1335,ShoppingMall,314.0
1593,2924,Age,30.0
1594,2924,RoomService,0.0
1595,6062,Cabin_num,263
1596,6062,Deck_A,0.0
1597,6062,Deck_B,0.0
1598,6062,Deck_C,1.0
1599,6062,Deck_D,0.0
1600,6062,Deck_E,0.0
1601,6062,Deck_F,0.0
1602,6062,Deck_G,0.0
1603,6062,Deck_T,0.0
1604,6062,Side_P,0.0
1605,6062,Side_S,1.0
1606,8134,FoodCourt,0.0
1607,7214,FoodCourt,1101.0
1608,2562,CryoSleep,1.0
1609,2562,VIP,0.0
1610,2404,CryoSleep,1.0
1611,2404,ShoppingMall,0.0
1612,6317,CryoSleep,1.0
1613,3561,VRDeck,0.0
1614,6994,CryoSleep,0.0
1615,3752,Cabin_num,1820
1616,3752,Deck_A,0.0
1617,3752,Deck_B,0.0
1618,3752,Deck_C,0.0
1619,3752,Deck_D,0.0
1620,3752,Deck_E,0.0
1621,3752,Deck_F,1.0
1622,3752,Deck_G,0.0
1623,3752,Deck_T,0.0
1624,3752,Side_P,1.0
1625,3752,Side_S,0.0
1626,6180,CryoSleep,0.0
1627,7025,Destination_55 Cancri e,0.0
1628,7025,Destination_PSO J318.5-22,0.0
1629,7025,Destination_TRAPPIST-1e,1.0
1630,3371,RoomService,0.0
1631,5715,VIP,0.0
1632,8398,FoodCourt,2063.0
1633,3983,ShoppingMall,1353.0
1634,6618,HomePlanet_Earth,1.0
1635,6618,HomePlanet_Europa,0.0
1636,6618,HomePlanet_Mars,0.0
1637,693,CryoSleep,1.0
1638,693,Cabin_num,476
1639,693,Deck_A,0.0
1640,693,Deck_B,0.0
1641,693,Deck_C,0.0
1642,693,Deck_D,0.0
1643,693,Deck_E,1.0
1644,693,Deck_F,0.0
1645,693,Deck_G,0.0
1646,693,Deck_T,0.0
1647,693,Side_P,1.0
1648,693,Side_S,0.0
1649,8556,Spa,0.0
1650,6991,RoomService,313.0
1651,3047,RoomService,0.0
1652,3047,Spa,686.0
1653,5510,VRDeck,0.0
1654,6780,Cabin_num,422
1655,6780,Deck_A,0.0
1656,6780,Deck_B,0.0
1657,6780,Deck_C,0.0
1658,6780,Deck_D,0.0
1659,6780,Deck_E,0.0
1660,6780,Deck_F,1.0
1661,6780,Deck_G,0.0
1662,6780,Deck_T,0.0
1663,6780,Side_P,0.0
1664,6780,Side_S,1.0
1665,3813,Age,47.0
1666,3813,Destination_55 Cancri e,0.0
1667,3813,Destination_PSO J318.5-22,0.0
1668,3813,Destination_TRAPPIST-1e,1.0
1669,1442,FoodCourt,3752.0
1670,3815,ShoppingMall,0.0
1671,8689,CryoSleep,1.0
1672,6605,VRDeck,617.0
1673,7455,Age,35.0
1674,141,Destination_55 Cancri e,1.0
